lookback_1,lookback_2,lookback_3,lookback_4,lookback_5,label,duration,file,position
1,5,21,16,2081,32,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",17
5,21,16,2081,32,2084,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",18
21,16,2081,32,2084,2069,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",19
16,2081,32,2084,2069,17,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",20
2081,32,2084,2069,17,17,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",21
32,2084,2069,17,17,132,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",22
2084,2069,17,17,132,132,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",23
2069,17,17,132,132,644,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",24
17,17,132,132,644,644,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",25
17,132,132,644,644,132,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",26
132,132,644,644,132,2180,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",27
132,644,644,132,2180,2052,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",28
644,644,132,2180,2052,4,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",29
644,132,2180,2052,4,5,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",30
132,2180,2052,4,5,1,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",31
2180,2052,4,5,1,513,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",32
2052,4,5,1,513,512,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",33
4,5,1,513,512,2048,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",34
5,1,513,512,2048,2176,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",35
1,513,512,2048,2176,128,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",36
513,512,2048,2176,128,4,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",37
512,2048,2176,128,4,132,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",38
2048,2176,128,4,132,128,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",39
2176,128,4,132,128,640,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",40
128,4,132,128,640,640,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",41
4,132,128,640,640,2688,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",42
132,128,640,640,2688,2048,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",43
128,640,640,2688,2048,161,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",44
640,640,2688,2048,161,544,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",45
640,2688,2048,161,544,2176,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",46
2688,2048,161,544,2176,2176,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",47
2048,161,544,2176,2176,128,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",48
161,544,2176,2176,128,128,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",49
544,2176,2176,128,128,145,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",50
2176,2176,128,128,145,17,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",51
2176,128,128,145,17,529,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",52
128,128,145,17,529,528,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",53
128,145,17,529,528,2704,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",54
145,17,529,528,2704,2208,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",55
17,529,528,2704,2208,2048,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",56
529,528,2704,2208,2048,2065,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",57
528,2704,2208,2048,2065,17,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",58
2704,2208,2048,2065,17,145,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",59
2208,2048,2065,17,145,36,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",60
2048,2065,17,145,36,548,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",61
2065,17,145,36,548,516,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",62
17,145,36,548,516,148,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",63
145,36,548,516,148,144,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",64
36,548,516,148,144,176,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",65
548,516,148,144,176,144,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",66
516,148,144,176,144,144,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",67
148,144,176,144,144,132,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",68
144,176,144,144,132,128,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",69
176,144,144,132,128,641,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",70
144,144,132,128,641,513,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",71
144,132,128,641,513,529,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",72
132,128,641,513,529,513,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",73
128,641,513,529,513,2565,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",74
641,513,529,513,2565,2052,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",75
513,529,513,2565,2052,2080,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",76
529,513,2565,2052,2080,17,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",77
513,2565,2052,2080,17,5,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",78
2565,2052,2080,17,5,17,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",79
2052,2080,17,5,17,2065,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",80
2080,17,5,17,2065,2048,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",81
17,5,17,2065,2048,576,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",82
5,17,2065,2048,576,577,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",83
17,2065,2048,576,577,65,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",84
2065,2048,576,577,65,2177,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",85
2048,576,577,65,2177,2176,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",86
576,577,65,2177,2176,132,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",87
577,65,2177,2176,132,513,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",88
65,2177,2176,132,513,2561,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",89
2177,2176,132,513,2561,2560,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",90
2176,132,513,2561,2560,2560,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",91
132,513,2561,2560,2560,2048,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",92
513,2561,2560,2560,2048,2688,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",93
2561,2560,2560,2048,2688,2753,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",94
2560,2560,2048,2688,2753,65,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",95
2560,2048,2688,2753,65,513,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",96
2048,2688,2753,65,513,129,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",97
2688,2753,65,513,129,2177,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",98
2753,65,513,129,2177,2689,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",99
65,513,129,2177,2689,641,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",100
513,129,2177,2689,641,645,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",101
129,2177,2689,641,645,661,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",102
2177,2689,641,645,661,660,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",103
2689,641,645,661,660,640,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",104
641,645,661,660,640,576,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",105
645,661,660,640,576,640,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",106
661,660,640,576,640,128,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",107
660,640,576,640,128,2177,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",108
640,576,640,128,2177,145,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",109
576,640,128,2177,145,64,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",110
640,128,2177,145,64,68,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",111
128,2177,145,64,68,68,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",112
2177,145,64,68,68,2180,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",113
145,64,68,68,2180,2180,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",114
64,68,68,2180,2180,644,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",115
68,68,2180,2180,644,640,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",116
68,2180,2180,644,640,512,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",117
2180,2180,644,640,512,2176,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",118
2180,644,640,512,2176,2112,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",119
644,640,512,2176,2112,64,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",120
640,512,2176,2112,64,17,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",121
512,2176,2112,64,17,145,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",122
2176,2112,64,17,145,144,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",123
2112,64,17,145,144,84,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",124
64,17,145,144,84,580,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",125
17,145,144,84,580,68,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",126
145,144,84,580,68,212,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",127
144,84,580,68,212,144,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",128
84,580,68,212,144,2192,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",129
580,68,212,144,2192,2192,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",130
68,212,144,2192,2192,144,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",131
212,144,2192,2192,144,576,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",132
144,2192,2192,144,576,577,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",133
2192,2192,144,576,577,65,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",134
2192,144,576,577,65,64,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",135
144,576,577,65,64,2176,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",136
576,577,65,64,2176,2180,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",137
577,65,64,2176,2180,2176,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",138
65,64,2176,2180,2176,2193,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",139
64,2176,2180,2176,2193,17,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",140
2176,2180,2176,2193,17,17,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",141
2180,2176,2193,17,17,16,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",142
2176,2193,17,17,16,2068,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",143
2193,17,17,16,2068,2052,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",144
17,17,16,2068,2052,2048,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",145
17,16,2068,2052,2048,2049,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",146
16,2068,2052,2048,2049,2052,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",147
2068,2052,2048,2049,2052,129,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",148
2052,2048,2049,2052,129,1,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",149
2048,2049,2052,129,1,2053,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",150
2049,2052,129,1,2053,4,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",151
2052,129,1,2053,4,2052,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",152
129,1,2053,4,2052,2565,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",153
1,2053,4,2052,2565,2561,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",154
2053,4,2052,2565,2561,2565,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",155
4,2052,2565,2561,2565,4,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",156
2052,2565,2561,2565,4,132,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",157
2565,2561,2565,4,132,4,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",158
2561,2565,4,132,4,132,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",159
2565,4,132,4,132,132,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",160
4,132,4,132,132,128,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",161
132,4,132,132,128,640,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",162
4,132,132,128,640,2688,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",163
132,132,128,640,2688,2176,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",164
132,128,640,2688,2176,2177,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",165
128,640,2688,2176,2177,129,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",166
640,2688,2176,2177,129,129,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",167
2688,2176,2177,129,129,641,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",168
2176,2177,129,129,641,2688,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",169
2177,129,129,641,2688,2176,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",170
129,129,641,2688,2176,128,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",171
129,641,2688,2176,128,132,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",172
641,2688,2176,128,132,132,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",173
2688,2176,128,132,132,128,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",174
2176,128,132,132,128,640,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",175
128,132,132,128,640,640,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",176
132,132,128,640,640,2688,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",177
132,128,640,640,2688,2176,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",178
128,640,640,2688,2176,128,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",179
640,640,2688,2176,128,65,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",180
640,2688,2176,128,65,577,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",181
2688,2176,128,65,577,576,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",182
2176,128,65,577,576,2176,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",183
128,65,577,576,2176,128,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",184
65,577,576,2176,128,512,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",185
577,576,2176,128,512,704,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",186
576,2176,128,512,704,640,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",187
2176,128,512,704,640,704,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",188
128,512,704,640,704,580,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",189
512,704,640,704,580,596,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",190
704,640,704,580,596,592,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",191
640,704,580,596,592,80,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",192
704,580,596,592,80,64,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",193
580,596,592,80,64,192,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",194
596,592,80,64,192,192,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",195
592,80,64,192,192,128,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",196
80,64,192,192,128,144,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",197
64,192,192,128,144,16,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",198
192,192,128,144,16,64,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",199
192,128,144,16,64,68,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",200
128,144,16,64,68,516,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",201
144,16,64,68,516,512,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",202
16,64,68,516,512,512,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",203
64,68,516,512,512,512,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",204
68,516,512,512,512,2052,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",205
516,512,512,512,2052,2053,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",206
512,512,512,2052,2053,5,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",207
512,512,2052,2053,5,5,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",208
512,2052,2053,5,5,4,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",209
2052,2053,5,5,4,5,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",210
2053,5,5,4,5,2048,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",211
5,5,4,5,2048,5,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",212
5,4,5,2048,5,516,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",213
4,5,2048,5,516,132,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",214
5,2048,5,516,132,2180,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",215
2048,5,516,132,2180,2180,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",216
5,516,132,2180,2180,2052,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",217
516,132,2180,2180,2052,2176,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",218
132,2180,2180,2052,2176,2208,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",219
2180,2180,2052,2176,2208,2080,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",220
2180,2052,2176,2208,2080,2096,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",221
2052,2176,2208,2080,2096,48,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",222
2176,2208,2080,2096,48,16,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",223
2208,2080,2096,48,16,4,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",224
2080,2096,48,16,4,32,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",225
2096,48,16,4,32,16,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",226
48,16,4,32,16,144,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",227
16,4,32,16,144,128,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",228
4,32,16,144,128,32,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",229
32,16,144,128,32,36,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",230
16,144,128,32,36,21,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",231
144,128,32,36,21,17,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",232
128,32,36,21,17,2048,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",233
32,36,21,17,2048,544,1/3,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",234
36,21,17,2048,544,513,0.25,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",235
21,17,2048,544,513,512,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",236
17,2048,544,513,512,2052,0.5,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",237
2048,544,513,512,2052,4,5/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",238
544,513,512,2052,4,21,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",239
513,512,2052,4,21,21,1/6,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",240
512,2052,4,21,21,17,1/12,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid",241
