lookback_1,label,duration,file,position
21,20,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",293
20,16,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",294
16,20,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",295
20,20,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",296
20,52,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",297
52,65568,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",298
65568,16,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",299
16,20,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",300
20,21,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",301
21,17,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",302
17,81,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",303
81,64,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",304
64,576,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",305
576,16960,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",306
16960,4676,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",307
4676,4612,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",308
4612,6164,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",309
6164,2064,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",310
2064,2640,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",311
2640,576,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",312
576,2176,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",313
2176,576,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",314
576,4688,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",315
4688,4112,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",316
4112,6164,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",317
6164,2052,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",318
2052,513,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",319
513,144,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",320
144,196,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",321
196,64,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",322
64,65,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",323
65,284672,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",324
284672,280576,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",325
280576,279040,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",326
279040,542720,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",327
542720,19072,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",328
19072,17024,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",329
17024,19072,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",330
19072,18560,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",331
18560,2176,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",332
2176,128,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",333
128,640,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",334
640,4624,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",335
4624,4112,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",336
4112,2064,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",337
2064,2164736,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",338
2164736,2099200,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",339
2099200,2623488,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",340
2623488,526336,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",341
526336,595968,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",342
595968,145,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",343
145,591872,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",344
591872,608256,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",345
608256,148,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",346
148,213,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",347
213,209,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",348
209,81,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",349
81,591872,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",350
591872,328192,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",351
328192,591872,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",352
591872,526336,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",353
526336,530432,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",354
530432,129,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",355
129,2565,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",356
2565,2564,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",357
2564,4,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",358
4,516,2/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",359
516,516,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",360
516,132,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",361
132,132,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",362
132,132,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",363
132,128,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",364
128,526336,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",365
526336,129,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",366
129,2053,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",367
2053,2069,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",368
2069,17,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",369
17,20528,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",370
20528,16416,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",371
16416,82048,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",372
82048,81952,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",373
81952,82464,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",374
82464,147968,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",375
147968,148096,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",376
148096,147584,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",377
147584,17056,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",378
17056,17056,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",379
17056,4,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",380
4,16560,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",381
16560,16416,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",382
16416,16928,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",383
16928,544,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",384
544,560,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",385
560,528,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",386
528,6800,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",387
6800,6784,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",388
6784,2592,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",389
2592,4112,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",390
4112,4116,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",391
4116,4100,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",392
4100,4116,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",393
4116,4112,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",394
4112,6148,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",395
6148,2052,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",396
2052,16416,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",397
16416,4112,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",398
4112,6164,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",399
6164,2052,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",400
2052,2053,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",401
2053,1,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",402
1,16512,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",403
16512,4224,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",404
4224,6272,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",405
6272,2176,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",406
2176,2688,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",407
2688,2176,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",408
2176,128,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",409
128,128,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",410
128,32,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",411
32,16,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",412
16,20,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",413
20,4,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",414
4,36,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",415
36,32,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",416
32,16,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",417
16,4,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",418
4,5,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",419
5,1,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",420
1,129,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",421
129,128,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",422
128,32,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",423
32,16,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",424
16,4,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",425
4,21,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",426
21,17,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",427
17,21,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",428
21,4116,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",429
4116,144,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",430
144,144,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",431
144,148,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",432
148,4,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",433
4,548,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",434
548,544,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",435
544,512,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",436
512,528,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",437
528,2564,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",438
2564,2564,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",439
2564,1,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",440
1,6272,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",441
6272,2080,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",442
2080,528,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",443
528,132,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",444
132,4240,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",445
4240,145,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",446
145,129,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",447
129,129,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",448
129,4224,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",449
4224,4240,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",450
4240,4112,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",451
4112,4608,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",452
4608,4608,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",453
4608,4128,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",454
4128,4144,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",455
4144,4112,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",456
4112,4100,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",457
4100,4,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",458
4,4224,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",459
4224,4112,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",460
4112,4144,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",461
4144,4128,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",462
4128,4132,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",463
4132,4100,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",464
4100,1,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",465
1,1,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",466
1,1,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",467
1,6144,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",468
6144,6144,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",469
6144,2048,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",470
2048,4224,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",471
4224,4240,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",472
4240,4112,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",473
4112,4624,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",474
4624,4608,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",475
4608,4128,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",476
4128,4112,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",477
4112,4116,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",478
4116,4100,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",479
4100,4228,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",480
4228,4224,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",481
4224,4224,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",482
4224,4112,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",483
4112,4128,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",484
4128,4100,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",485
4100,4100,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",486
4100,5,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",487
5,1,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",488
1,22528,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",489
22528,18432,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",490
18432,17,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",491
17,5,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",492
5,37,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",493
37,36,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",494
36,52,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",495
52,20,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",496
20,20,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",497
20,20,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",498
20,16400,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",499
16400,4112,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",500
4112,544,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",501
544,560,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",502
560,528,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",503
528,2192,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",504
2192,2176,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",505
2176,2080,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",506
2080,4112,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",507
4112,4116,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",508
4116,4100,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",509
4100,6164,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",510
6164,22544,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",511
22544,20512,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",512
20512,82048,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",513
82048,16512,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",514
16512,4,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",515
4,16512,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",516
16512,4224,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",517
4224,4224,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",518
4224,4608,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",519
4608,4224,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",520
4224,5248,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",521
5248,5120,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",522
5120,5632,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",523
5632,4608,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",524
4608,135296,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",525
135296,131200,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",526
131200,32,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",527
32,33,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",528
33,161,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",529
161,673,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",530
673,545,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",531
545,2081,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",532
2081,33,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",533
33,37,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",534
37,37,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",535
37,53,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",536
53,21,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",537
21,17,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",538
17,88064,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",539
88064,83968,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",540
83968,147968,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",541
147968,65664,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",542
65664,82080,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",543
82080,16416,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",544
16416,20528,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",545
20528,20496,1/3,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",546
20496,16928,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",547
16928,16912,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",548
16912,528,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",549
528,656,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",550
656,640,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",551
640,2720,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",552
2720,2592,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",553
2592,6672,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",554
6672,4624,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",555
4624,2564,0.5,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",556
2564,4624,5/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",557
4624,4656,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",558
4656,4640,0.25,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",559
4640,86656,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",560
86656,86144,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",561
86144,82048,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",562
82048,16512,1/6,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",563
16512,82048,1/12,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid",564
